WP_003727573.1	LMON_RS00005
WP_003722589.1	LMON_RS11895
WP_003722590.1	LMON_RS11900
WP_010989968.1	LMON_RS11905
WP_009932388.1	LMON_RS11910
WP_010989969.1	LMON_RS11915
WP_014601109.1	LMON_RS11920
WP_003723812.1	LMON_RS11925
WP_003723813.1	LMON_RS11930
WP_009925505.1	LMON_RS11935
WP_003723815.1	LMON_RS11940
WP_014601110.1	LMON_RS11945
WP_003723817.1	LMON_RS11950
WP_003731850.1	LMON_RS11955
WP_014601111.1	LMON_RS11960
WP_025283101.1	LMON_RS11965
WP_003722392.1	LMON_RS12065
WP_003722393.1	LMON_RS12070
WP_003722394.1	LMON_RS12075
WP_003722395.1	LMON_RS12080
WP_003722396.1	LMON_RS12085
WP_003722397.1	LMON_RS12090
WP_014931013.1	LMON_RS12095
WP_022741865.1	LMON_RS12100
WP_003722400.1	LMON_RS12105
WP_014601113.1	LMON_RS12110
WP_003722402.1	LMON_RS12115
WP_003722403.1	LMON_RS12120
WP_014601114.1	LMON_RS12125
WP_003769105.1	LMON_RS12130
WP_003722406.1	LMON_RS12135
WP_014601115.1	LMON_RS12140
WP_003722408.1	LMON_RS12145
WP_003722409.1	LMON_RS12150
WP_003722410.1	LMON_RS12155
WP_003722411.1	LMON_RS12160
WP_009925810.1	LMON_RS12165
WP_014601116.1	LMON_RS12170
WP_003722414.1	LMON_RS12175
WP_003733275.1	LMON_RS12180
WP_003722416.1	LMON_RS12185
WP_014601117.1	LMON_RS12190
WP_003722418.1	LMON_RS12195
WP_003722419.1	LMON_RS12200
WP_014601118.1	LMON_RS12205
WP_022741867.1	LMON_RS12215
WP_003722421.1	LMON_RS12220
WP_003725592.1	LMON_RS12225
WP_003722423.1	LMON_RS12230
WP_003722424.1	LMON_RS12235
WP_014601120.1	LMON_RS12240
WP_003722426.1	LMON_RS12245
WP_072215843.1	LMON_RS12250
WP_003727947.1	LMON_RS12255
WP_003722429.1	LMON_RS12260
WP_003732461.1	LMON_RS12265
WP_009931839.1	LMON_RS12270
WP_009915104.1	LMON_RS12275
WP_010989986.1	LMON_RS12280
WP_010989987.1	LMON_RS12285
WP_014601121.1	LMON_RS12290
WP_003722439.1	LMON_RS12295
WP_014601122.1	LMON_RS12300
WP_014601123.1	LMON_RS12305
WP_003722442.1	LMON_RS12310
WP_003722444.1	LMON_RS12315
WP_003732466.1	LMON_RS12320
WP_003722446.1	LMON_RS12325
WP_014601124.1	LMON_RS12330
WP_003722448.1	LMON_RS12335
WP_003722449.1	LMON_RS12340
WP_003722450.1	LMON_RS12345
WP_003732468.1	LMON_RS12350
WP_003723326.1	LMON_RS12355
WP_003723327.1	LMON_RS12360
WP_003723328.1	LMON_RS12365
WP_003723329.1	LMON_RS12370
WP_003723330.1	LMON_RS12375
WP_014601125.1	LMON_RS12380
WP_003726486.1	LMON_RS12385
WP_003723333.1	LMON_RS12390
WP_003723334.1	LMON_RS12395
WP_003723335.1	LMON_RS12400
WP_012951999.1	LMON_RS12405
WP_003723337.1	LMON_RS12410
WP_003723338.1	LMON_RS12415
WP_003723339.1	LMON_RS12420
WP_003723340.1	LMON_RS12425
WP_009925285.1	LMON_RS12430
WP_003723342.1	LMON_RS12435
WP_014601126.1	LMON_RS12440
WP_003723344.1	LMON_RS12445
WP_003733912.1	LMON_RS12450
WP_014601127.1	LMON_RS12455
WP_003732478.1	LMON_RS12460
WP_010989995.1	LMON_RS12465
WP_014601128.1	LMON_RS12470
WP_003723350.1	LMON_RS12475
WP_014601129.1	LMON_RS12480
WP_003723352.1	LMON_RS12485
WP_003727926.1	LMON_RS12490
WP_003727925.1	LMON_RS12495
WP_009925021.1	LMON_RS12500
WP_003772391.1	LMON_RS12505
WP_003727923.1	LMON_RS12510
WP_003732483.1	LMON_RS12515
WP_003723925.1	LMON_RS12520
WP_014601130.1	LMON_RS12525
WP_003732485.1	LMON_RS12530
WP_003732486.1	LMON_RS12535
WP_003732487.1	LMON_RS12540
WP_003732488.1	LMON_RS12545
WP_014601132.1	LMON_RS12550
WP_003722596.1	LMON_RS12555
WP_009911621.1	LMON_RS12560
WP_012952013.1	LMON_RS12565
WP_014601134.1	LMON_RS12575
WP_003722600.1	LMON_RS12580
WP_003732491.1	LMON_RS12585
WP_014601135.1	LMON_RS12590
WP_003722604.1	LMON_RS12600
WP_003722605.1	LMON_RS12605
WP_010990001.1	LMON_RS12610
WP_014601136.1	LMON_RS12615
WP_003734087.1	LMON_RS12620
WP_014601137.1	LMON_RS12625
WP_003722610.1	LMON_RS12630
WP_003732497.1	LMON_RS12635
WP_003722612.1	LMON_RS12640
WP_003722613.1	LMON_RS12645
WP_003722614.1	LMON_RS12650
WP_003722615.1	LMON_RS12655
WP_003722616.1	LMON_RS12660
WP_003722617.1	LMON_RS12665
WP_003722618.1	LMON_RS12670
WP_014601139.1	LMON_RS12675
WP_003722620.1	LMON_RS12680
WP_003722621.1	LMON_RS12685
WP_003722623.1	LMON_RS12690
WP_003722624.1	LMON_RS12695
WP_014931020.1	LMON_RS12700
WP_003722626.1	LMON_RS12705
WP_003722627.1	LMON_RS12710
WP_003722628.1	LMON_RS12715
WP_003725427.1	LMON_RS12720
WP_003722630.1	LMON_RS12725
WP_010990005.1	LMON_RS12730
WP_003739754.1	LMON_RS12735
WP_014601141.1	LMON_RS12740
WP_009924808.1	LMON_RS12745
WP_003722635.1	LMON_RS12750
WP_003722636.1	LMON_RS12755
WP_003722637.1	LMON_RS12760
WP_003722638.1	LMON_RS12765
WP_003732506.1	LMON_RS12770
WP_003720823.1	LMON_RS12775
WP_003722640.1	LMON_RS12780
WP_014601144.1	LMON_RS12785
WP_003722642.1	LMON_RS12790
WP_003722643.1	LMON_RS12795
WP_014601145.1	LMON_RS12800
WP_009924458.1	LMON_RS12805
WP_003733914.1	LMON_RS14880
WP_003722646.1	LMON_RS12810
WP_003722647.1	LMON_RS12815
WP_003733915.1	LMON_RS12820
WP_003732511.1	LMON_RS12825
WP_003724005.1	LMON_RS12830
WP_003724006.1	LMON_RS12835
WP_014601146.1	LMON_RS12840
WP_003724008.1	LMON_RS12845
WP_003733917.1	LMON_RS12850
WP_003732514.1	LMON_RS12855
WP_003723457.1	LMON_RS12860
WP_003723458.1	LMON_RS12865
WP_003723459.1	LMON_RS12870
WP_003723460.1	LMON_RS12875
WP_003723461.1	LMON_RS12880
WP_003723462.1	LMON_RS12885
WP_003723463.1	LMON_RS12890
WP_003723464.1	LMON_RS12895
WP_008948769.1	LMON_RS12900
WP_014601147.1	LMON_RS12905
WP_003732517.1	LMON_RS12910
WP_003732518.1	LMON_RS12915
WP_014601148.1	LMON_RS12920
WP_077346008.1	LMON_RS14885
WP_022741870.1	LMON_RS14890
WP_014601149.1	LMON_RS12925
WP_014931021.1	LMON_RS12930
WP_003732521.1	LMON_RS12935
WP_014601150.1	LMON_RS12940
WP_003723473.1	LMON_RS12945
WP_010990011.1	LMON_RS12950
WP_003726351.1	LMON_RS12955
WP_003723476.1	LMON_RS12960
WP_003732523.1	LMON_RS12965
WP_003729257.1	LMON_RS12970
WP_003732524.1	LMON_RS12975
WP_003726356.1	LMON_RS12980
WP_003724105.1	LMON_RS12985
WP_003724106.1	LMON_RS12990
WP_003727875.1	LMON_RS12995
WP_003732525.1	LMON_RS13000
WP_003724021.1	LMON_RS13005
WP_009924347.1	LMON_RS13010
WP_014931023.1	LMON_RS13015
WP_003724024.1	LMON_RS13020
WP_003732527.1	LMON_RS13025
WP_014601151.1	LMON_RS13030
WP_014601152.1	LMON_RS13035
WP_014601153.1	LMON_RS13040
WP_014601154.1	LMON_RS13045
WP_003723610.1	LMON_RS13050
WP_003723611.1	LMON_RS13055
WP_003723612.1	LMON_RS13060
WP_009924630.1	LMON_RS13065
WP_003723614.1	LMON_RS13070
WP_003723615.1	LMON_RS13075
WP_003729275.1	LMON_RS13080
WP_014601155.1	LMON_RS13085
WP_003726112.1	LMON_RS13090
WP_003733267.1	LMON_RS13095
WP_003723621.1	LMON_RS13100
WP_014601156.1	LMON_RS13105
WP_010990017.1	LMON_RS13110
WP_014931024.1	LMON_RS13115
WP_014931025.1	LMON_RS13120
WP_014931026.1	LMON_RS13125
WP_014601159.1	LMON_RS13130
WP_003723278.1	LMON_RS13135
WP_014931027.1	LMON_RS13140
WP_014601161.1	LMON_RS13145
WP_003733261.1	LMON_RS13150
WP_014601162.1	LMON_RS13155
WP_012952041.1	LMON_RS13160
WP_003723284.1	LMON_RS13165
WP_014601163.1	LMON_RS13170
WP_014601164.1	LMON_RS13175
WP_009931305.1	LMON_RS13180
WP_014601165.1	LMON_RS13185
WP_014601166.1	LMON_RS13190
WP_003733022.1	LMON_RS13230
WP_014601167.1	LMON_RS13235
WP_003723644.1	LMON_RS13240
WP_003734937.1	LMON_RS13245
WP_014601168.1	LMON_RS13250
WP_014601169.1	LMON_RS13255
WP_014601170.1	LMON_RS13260
WP_003723648.1	LMON_RS13265
WP_014601171.1	LMON_RS13270
WP_014601172.1	LMON_RS13275
WP_014601173.1	LMON_RS13280
WP_003723652.1	LMON_RS13285
WP_003727703.1	LMON_RS13290
WP_003733032.1	LMON_RS13295
WP_003733033.1	LMON_RS13300
WP_003728531.1	LMON_RS13305
WP_008948839.1	LMON_RS13310
WP_014601174.1	LMON_RS13315
WP_003733035.1	LMON_RS13320
WP_009930725.1	LMON_RS13325
WP_003723675.1	LMON_RS13330
WP_003723676.1	LMON_RS13335
WP_003720926.1	LMON_RS13340
WP_003723677.1	LMON_RS13345
WP_003720928.1	LMON_RS13350
WP_003720929.1	LMON_RS13355
WP_025283104.1	LMON_RS14895
WP_003723678.1	LMON_RS13360
WP_003723679.1	LMON_RS13365
WP_003723680.1	LMON_RS13370
WP_003720933.1	LMON_RS13375
WP_003723681.1	LMON_RS13380
WP_003739848.1	LMON_RS13385
WP_003723683.1	LMON_RS13390
WP_003720937.1	LMON_RS13395
WP_003723684.1	LMON_RS13400
WP_003720938.1	LMON_RS13405
WP_003723685.1	LMON_RS13410
WP_003723686.1	LMON_RS13415
WP_003720941.1	LMON_RS13420
WP_003720942.1	LMON_RS13425
WP_003720943.1	LMON_RS13430
WP_003720944.1	LMON_RS13435
WP_003727697.1	LMON_RS13440
WP_003720946.1	LMON_RS13445
WP_003727696.1	LMON_RS13450
WP_003720948.1	LMON_RS13455
WP_003727695.1	LMON_RS13460
WP_003726733.1	LMON_RS13465
WP_003720954.1	LMON_RS13470
WP_072215731.1	LMON_RS14900
WP_014601175.1	LMON_RS13475
WP_003733041.1	LMON_RS13485
WP_003727691.1	LMON_RS13490
WP_003726299.1	LMON_RS13495
WP_003733042.1	LMON_RS13500
WP_003723627.1	LMON_RS13505
WP_003723628.1	LMON_RS13510
WP_014601177.1	LMON_RS13515
WP_003723630.1	LMON_RS13520
WP_014601178.1	LMON_RS13525
WP_003733045.1	LMON_RS13530
WP_003723633.1	LMON_RS13535
WP_010990032.1	LMON_RS13540
WP_014601179.1	LMON_RS13545
WP_003726308.1	LMON_RS13550
WP_003723637.1	LMON_RS13555
WP_010990034.1	LMON_RS13560
WP_014601180.1	LMON_RS13565
WP_003723640.1	LMON_RS13570
WP_003724965.1	LMON_RS13575
WP_003722012.1	LMON_RS13580
WP_003720973.1	LMON_RS13585
WP_003722014.1	LMON_RS13590
WP_003733050.1	LMON_RS13595
WP_003722016.1	LMON_RS13600
WP_003733052.1	LMON_RS13605
WP_014601182.1	LMON_RS13610
WP_003728561.1	LMON_RS13615
WP_003733054.1	LMON_RS13620
WP_014601183.1	LMON_RS13625
WP_003722022.1	LMON_RS13630
WP_003722023.1	LMON_RS13635
WP_003722024.1	LMON_RS13640
WP_003722025.1	LMON_RS13645
WP_009931856.1	LMON_RS13650
WP_014601184.1	LMON_RS13655
WP_014601185.1	LMON_RS13660
WP_014601186.1	LMON_RS13665
WP_014601187.1	LMON_RS13670
WP_014601188.1	LMON_RS13675
WP_014601189.1	LMON_RS13680
WP_014601190.1	LMON_RS13685
WP_003722034.1	LMON_RS13690
WP_003722035.1	LMON_RS13695
WP_014931032.1	LMON_RS13700
WP_003733061.1	LMON_RS13705
WP_003733062.1	LMON_RS13710
WP_014601191.1	LMON_RS13715
WP_015455298.1	LMON_RS13720
WP_003733064.1	LMON_RS13725
WP_003733065.1	LMON_RS13730
WP_003722042.1	LMON_RS13735
WP_003722044.1	LMON_RS13740
WP_003722045.1	LMON_RS13745
WP_014601192.1	LMON_RS13750
WP_014931033.1	LMON_RS13755
WP_009925488.1	LMON_RS13765
WP_014601194.1	LMON_RS13770
WP_003722052.1	LMON_RS13775
WP_003722053.1	LMON_RS13780
WP_014601195.1	LMON_RS13785
WP_003732079.1	LMON_RS13790
WP_012951102.1	LMON_RS13795
WP_014601196.1	LMON_RS13800
WP_003722058.1	LMON_RS13805
WP_014601197.1	LMON_RS13810
WP_014601198.1	LMON_RS13815
WP_003722061.1	LMON_RS13820
WP_003722062.1	LMON_RS13825
WP_003722063.1	LMON_RS13830
WP_014601199.1	LMON_RS13835
WP_003722065.1	LMON_RS13840
WP_003727657.1	LMON_RS13845
WP_003722067.1	LMON_RS13850
WP_003725004.1	LMON_RS13855
WP_003722069.1	LMON_RS13860
WP_003722070.1	LMON_RS13865
WP_014931034.1	LMON_RS13875
WP_003732088.1	LMON_RS13880
WP_003722074.1	LMON_RS13885
WP_003732089.1	LMON_RS13890
WP_014601201.1	LMON_RS13895
WP_003727651.1	LMON_RS13900
WP_014931035.1	LMON_RS13905
WP_014601202.1	LMON_RS13910
WP_003722080.1	LMON_RS13915
WP_014601203.1	LMON_RS13920
WP_014601204.1	LMON_RS13925
WP_003722083.1	LMON_RS13930
WP_003722084.1	LMON_RS13935
WP_014601205.1	LMON_RS13940
WP_014601206.1	LMON_RS13945
WP_014589148.1	LMON_RS13950
WP_003722088.1	LMON_RS13955
WP_003722089.1	LMON_RS13960
WP_003732097.1	LMON_RS13965
WP_003722091.1	LMON_RS13970
WP_014601208.1	LMON_RS13975
WP_003722093.1	LMON_RS13980
WP_014601209.1	LMON_RS13985
WP_014601210.1	LMON_RS13990
WP_014601211.1	LMON_RS13995
WP_003722097.1	LMON_RS14000
WP_014601212.1	LMON_RS14005
WP_014601213.1	LMON_RS14010
WP_003732104.1	LMON_RS14015
WP_010990057.1	LMON_RS14020
WP_003722102.1	LMON_RS14025
WP_003722103.1	LMON_RS14030
WP_003722104.1	LMON_RS14035
WP_010990058.1	LMON_RS14040
WP_003722106.1	LMON_RS14045
WP_003722107.1	LMON_RS14050
WP_003722108.1	LMON_RS14055
WP_003722109.1	LMON_RS14060
WP_003722110.1	LMON_RS14065
WP_003732111.1	LMON_RS14070
WP_003732112.1	LMON_RS14075
WP_009913041.1	LMON_RS14080
WP_003732114.1	LMON_RS14085
WP_014931036.1	LMON_RS14090
WP_014601215.1	LMON_RS14095
WP_014601216.1	LMON_RS14100
WP_003722118.1	LMON_RS14105
WP_077316032.1	LMON_RS14910
WP_003722119.1	LMON_RS14110
WP_014931037.1	LMON_RS14115
WP_014601218.1	LMON_RS14915
WP_003725314.1	LMON_RS14120
WP_003722122.1	LMON_RS14125
WP_003722123.1	LMON_RS14130
WP_014601219.1	LMON_RS14135
WP_003722125.1	LMON_RS14140
WP_003722126.1	LMON_RS14145
WP_003732123.1	LMON_RS14150
WP_014931038.1	LMON_RS14155
WP_003722129.1	LMON_RS14160
WP_014601220.1	LMON_RS14165
WP_003722131.1	LMON_RS14170
WP_003722132.1	LMON_RS14175
WP_003732126.1	LMON_RS14180
WP_003733894.1	LMON_RS14920
WP_014601221.1	LMON_RS14185
WP_003732128.1	LMON_RS14190
WP_003722138.1	LMON_RS14195
WP_009924103.1	LMON_RS14200
WP_014601222.1	LMON_RS14205
WP_003722141.1	LMON_RS14210
WP_003732130.1	LMON_RS14215
WP_003722143.1	LMON_RS14220
WP_014601223.1	LMON_RS14225
WP_012951075.1	LMON_RS14230
WP_014931040.1	LMON_RS14235
WP_014601225.1	LMON_RS14240
WP_003728659.1	LMON_RS14245
WP_003722149.1	LMON_RS14250
WP_003722150.1	LMON_RS14255
WP_003732136.1	LMON_RS14260
WP_014601226.1	LMON_RS14265
WP_010990072.1	LMON_RS14270
WP_003722154.1	LMON_RS14275
WP_014601227.1	LMON_RS14280
WP_003722156.1	LMON_RS14285
WP_014601228.1	LMON_RS14290
WP_003722158.1	LMON_RS14295
WP_003722159.1	LMON_RS14300
WP_003728670.1	LMON_RS14305
WP_003732141.1	LMON_RS14310
WP_014601229.1	LMON_RS14315
WP_003722163.1	LMON_RS14320
WP_014601230.1	LMON_RS14325
WP_014601231.1	LMON_RS14330
WP_014931041.1	LMON_RS14335
WP_014601233.1	LMON_RS14340
WP_003722169.1	LMON_RS14345
WP_014601234.1	LMON_RS14350
WP_014601235.1	LMON_RS14355
WP_010990078.1	LMON_RS14360
WP_003732146.1	LMON_RS14365
WP_010990079.1	LMON_RS14370
WP_014601236.1	LMON_RS14375
WP_014601237.1	LMON_RS14380
WP_003722177.1	LMON_RS14385
WP_003732150.1	LMON_RS14390
WP_014601238.1	LMON_RS14395
WP_014601239.1	LMON_RS14400
WP_012951059.1	LMON_RS14405
WP_014601240.1	LMON_RS14410
WP_009918143.1	LMON_RS14415
WP_012951057.1	LMON_RS14420
WP_014601241.1	LMON_RS14425
WP_014601242.1	LMON_RS14430
WP_014601243.1	LMON_RS14435
WP_003732155.1	LMON_RS14440
WP_003727589.1	LMON_RS14445
WP_003727588.1	LMON_RS14450
WP_014601244.1	LMON_RS14455
WP_014601245.1	LMON_RS14460
WP_014601246.1	LMON_RS14465
WP_003723840.1	LMON_RS14470
WP_003723841.1	LMON_RS14475
WP_003732160.1	LMON_RS14480
WP_003723843.1	LMON_RS14485
WP_003723844.1	LMON_RS14490
WP_014601247.1	LMON_RS14495
WP_003732162.1	LMON_RS14500
WP_014601248.1	LMON_RS14510
WP_009930643.1	LMON_RS14515
WP_014601249.1	LMON_RS14520
WP_012951052.1	LMON_RS14525
WP_009924506.1	LMON_RS14530
WP_012951050.1	LMON_RS14535
WP_014601250.1	LMON_RS14540
WP_003725797.1	LMON_RS14545
WP_003732166.1	LMON_RS14550
WP_009911565.1	LMON_RS14555
WP_003725800.1	LMON_RS14560
WP_003723726.1	LMON_RS14565
WP_014601251.1	LMON_RS14570
WP_003718062.1	LMON_RS14575
WP_003723728.1	LMON_RS14580
