Elements	begin	end	length	strand	type	details	synonim
LMRG_RS06430	1279522.0	1281198.0	1677.0	+	Gene		
LMRG_RS06435	1281324.0	1282241.0	918.0	+	Gene		
LMRG_RS06440	1282364.0	1282597.0	234.0	+	Gene		
LMRG_RS06445	1282708.0	1283931.0	1224.0	+	Gene		
LMRG_RS06450	1283924.0	1285150.0	1227.0	+	Gene		
LMRG_RS06455	1285354.0	1285722.0	369.0	+	Gene		
LMRG_RS06460	1285793.0	1287127.0	1335.0	+	Gene		
LMRG_RS06465	1287271.0	1288566.0	1296.0	+	Gene		
LMRG_RS06470	1288610.0	1289131.0	522.0	-	Gene		
LMRG_RS06475	1289162.0	1289776.0	615.0	-	Gene		
LMRG_RS06480	1289934.0	1290263.0	330.0	+	Gene		
LMRG_RS06485	1290355.0	1290582.0	228.0	+	Gene		
LMRG_RS06490	1290729.0	1292723.0	1995.0	+	Gene		
LMRG_RS06495	1292944.0	1293183.0	240.0	+	Gene		
LMRG_RS06500	1293234.0	1294076.0	843.0	-	Gene		
LMRG_RS06505	1294095.0	1294826.0	732.0	-	Gene		
LMRG_RS06510	1294848.0	1295354.0	507.0	-	Gene		
LMRG_RS06515	1295364.0	1296668.0	1305.0	-	Gene		
LMRG_RS06520	1296658.0	1297863.0	1206.0	-	Gene		
LMRG_RS06525	1297841.0	1298215.0	375.0	-	Gene		
LMRG_RS06530	1298508.0	1299236.0	729.0	+	Gene		
LMRG_RS06535	1299236.0	1299793.0	558.0	+	Gene		
LMRG_RS06540	1300023.0	1300781.0	759.0	+	Gene		
LMRG_RS06545	1300795.0	1301583.0	789.0	+	Gene		
LMRG_RS06550	1301598.0	1302740.0	1143.0	+	Gene		
LMRG_RS06555	1302754.0	1304016.0	1263.0	+	Gene		
LMRG_RS06560	1304056.0	1305762.0	1707.0	+	Gene		
LMRG_RS06565	1305867.0	1310201.0	4335.0	+	Gene		polC
LMRG_RS06570	1310383.0	1310850.0	468.0	+	Gene		
LMRG_RS06575	1310880.0	1311998.0	1119.0	+	Gene		nusA
LMRG_RS06580	1312013.0	1312297.0	285.0	+	Gene		
LMRG_RS06585	1312290.0	1312589.0	300.0	+	Gene		
LMRG_RS06590	1312612.0	1314957.0	2346.0	+	Gene		
LMRG_RS06595	1314954.0	1315232.0	279.0	+	Gene		
LMRG_RS06600	1315249.0	1315593.0	345.0	+	Gene		
LMRG_RS06605	1315691.0	1316605.0	915.0	+	Gene		
LMRG_RS06610	1316675.0	1317619.0	945.0	+	Gene		
LMRG_RS06615	1317756.0	1318025.0	270.0	+	Gene		
LMRG_RS06620	1318274.0	1320445.0	2172.0	+	Gene		
LMRG_RS06625	1320486.0	1321526.0	1041.0	-	Gene		
LMRG_RS06630	1321687.0	1322166.0	480.0	-	Gene		
LMRG_RS06635	1322194.0	1322550.0	357.0	-	Gene		
LMRG_RS06640	1322748.0	1322897.0	150.0	+	Gene		
LMRG_RS06645	1322953.0	1323492.0	540.0	+	Gene		
LMRG_RS06650	1323591.0	1325129.0	1539.0	+	Gene		
LMRG_RS06655	1325142.0	1325354.0	213.0	+	Gene		
LMRG_RS06660	1325379.0	1326347.0	969.0	+	Gene		
LMRG_RS06665	1326481.0	1327572.0	1092.0	+	Gene		
LMRG_RS06670	1327590.0	1327907.0	318.0	-	Gene		
LMRG_RS06675	1327904.0	1328371.0	468.0	-	Gene		
LMRG_RS06680	1328334.0	1328618.0	285.0	-	Gene		
LMRG_RS06685	1328605.0	1329033.0	429.0	-	Gene		
LMRG_RS06690	1329030.0	1329353.0	324.0	-	Gene		
LMRG_RS06695	1329367.0	1330398.0	1032.0	-	Gene		
LMRG_RS06700	1330376.0	1331398.0	1023.0	-	Gene		
LMRG_RS14745	1331484.0	1331720.0	237.0	-	Gene		
LMRG_RS06705	1331937.0	1333025.0	1089.0	+	Gene		
LMRG_RS06710	1333041.0	1334387.0	1347.0	+	Gene		
LMRG_RS06715	1334384.0	1335850.0	1467.0	+	Gene		
LMRG_RS06720	1335890.0	1336270.0	381.0	-	Gene		
LMRG_RS06725	1336332.0	1336604.0	273.0	-	Gene		
LMRG_RS06730	1336617.0	1337582.0	966.0	-	Gene		
LMRG_RS06735	1337762.0	1338823.0	1062.0	+	Gene		
LMRG_RS06740	1338926.0	1339483.0	558.0	+	Gene		
LMRG_RS06745	1339642.0	1340109.0	468.0	+	Gene		
LMRG_RS06750	1340123.0	1341487.0	1365.0	+	Gene		
LMRG_RS06755	1341491.0	1341898.0	408.0	+	Gene		
LMRG_RS06760	1341929.0	1342315.0	387.0	+	Gene		
LMRG_RS06765	1342412.0	1343266.0	855.0	+	Gene		
LMRG_RS06770	1343285.0	1344637.0	1353.0	+	Gene		
LMRG_RS06775	1344627.0	1344854.0	228.0	+	Gene		
LMRG_RS06780	1344857.0	1345738.0	882.0	+	Gene		
LMRG_RS06785	1345937.0	1346137.0	201.0	+	Gene		
LMRG_RS06790	1346304.0	1348133.0	1830.0	+	Gene		
LMRG_RS06795	1348130.0	1348954.0	825.0	+	Gene		
LMRG_RS06800	1349145.0	1349594.0	450.0	+	Gene		
LMRG_RS06805	1349617.0	1351308.0	1692.0	+	Gene		
LMRG_RS06810	1351436.0	1352302.0	867.0	+	Gene		
LMRG_RS06815	1352439.0	1353506.0	1068.0	+	Gene		
LMRG_RS06820	1353521.0	1354948.0	1428.0	+	Gene		
LMRG_RS06825	1354973.0	1355968.0	996.0	+	Gene		
LMRG_RS06830	1355985.0	1356968.0	984.0	+	Gene		
LMRG_RS06835	1356999.0	1358249.0	1251.0	+	Gene		
LMRG_RS06840	1358621.0	1359718.0	1098.0	+	Gene		
LMRG_RS06845	1359863.0	1361281.0	1419.0	+	Gene		
LMRG_RS06850	1361471.0	1362151.0	681.0	+	Gene		
LMRG_RS06855	1362148.0	1363599.0	1452.0	+	Gene		
LMRG_RS06860	1363635.0	1364462.0	828.0	-	Gene		
LMRG_RS06865	1364499.0	1364780.0	282.0	-	Gene		
LMRG_RS06870	1364866.0	1365147.0	282.0	-	Gene		
LMRG_RS06875	1365287.0	1365634.0	348.0	+	Gene		
LMRG_RS06880	1365663.0	1366739.0	1077.0	+	Gene		
LMRG_RS06885	1366780.0	1367739.0	960.0	-	Gene		
LMRG_RS06890	1367991.0	1368917.0	927.0	+	Gene		
LMRG_RS06895	1369069.0	1371342.0	2274.0	+	Gene		
LMRG_RS06900	1371375.0	1372214.0	840.0	-	Gene		
LMRG_RS06905	1372567.0	1373640.0	1074.0	+	Gene		
LMRG_RS06910	1374073.0	1375614.0	1542.0	+	Gene		
LMRG_RS06915	1375607.0	1376659.0	1053.0	+	Gene		
LMRG_RS06920	1376656.0	1377606.0	951.0	+	Gene		
LMRG_RS06925	1377724.0	1379016.0	1293.0	+	Gene		
LMRG_RS06930	1378997.0	1380283.0	1287.0	+	Gene		
LMRG_RS06935	1380375.0	1381106.0	732.0	+	Gene		fabG
LMRG_RS06940	1381157.0	1382086.0	930.0	+	Gene		
LMRG_RS06945	1382176.0	1382754.0	579.0	+	Gene		
LMRG_RS06950	1382823.0	1384067.0	1245.0	+	Gene		
LMRG_RS06955	1384340.0	1385386.0	1047.0	+	Gene		
LMRG_RS06960	1385687.0	1387249.0	1563.0	+	Gene		
LMRG_RS06965	1387363.0	1387860.0	498.0	+	Gene		
LMRG_RS06970	1387866.0	1388669.0	804.0	+	Gene		
LMRG_RS06975	1388686.0	1389048.0	363.0	+	Gene		
LMRG_RS06980	1389158.0	1391740.0	2583.0	+	Gene		
LMRG_RS06985	1391760.0	1393565.0	1806.0	+	Gene		
LMRG_RS06990	1393582.0	1394130.0	549.0	+	Gene		
LMRG_RS06995	1394556.0	1396787.0	2232.0	+	Gene		
LMRG_RS07000	1396864.0	1397610.0	747.0	+	Gene		
LMRG_RS07005	1397645.0	1398175.0	531.0	-	Gene		
LMRG_RS07010	1398342.0	1399535.0	1194.0	+	Gene		
LMRG_RS07015	1399670.0	1400218.0	549.0	+	Gene		
LMRG_RS07020	1400235.0	1400462.0	228.0	+	Gene		
LMRG_RS07025	1400503.0	1401036.0	534.0	+	Gene		
LMRG_RS07030	1401290.0	1402609.0	1320.0	-	Gene		
LMRG_RS07035	1402795.0	1403964.0	1170.0	-	Gene		
LMRG_RS07040	1404114.0	1405280.0	1167.0	+	Gene		
LMRG_RS07045	1405304.0	1405903.0	600.0	-	Gene		
LMRG_RS07050	1405973.0	1407217.0	1245.0	-	Gene		
LMRG_RS07055	1407236.0	1408504.0	1269.0	-	Gene		
LMRG_RS07060	1408568.0	1409605.0	1038.0	-	Gene		
LMRG_RS07065	1409622.0	1410518.0	897.0	-	Gene		
LMRG_RS07070	1410734.0	1411720.0	987.0	+	Gene		
LMRG_RS07075	1411717.0	1413231.0	1515.0	+	Gene		
LMRG_RS07080	1413267.0	1414097.0	831.0	-	Gene		
LMRG_RS07085	1414236.0	1415582.0	1347.0	-	Gene		
LMRG_RS07090	1415695.0	1416366.0	672.0	-	Gene		
LMRG_RS07095	1416381.0	1417307.0	927.0	-	Gene		
LMRG_RS07100	1417309.0	1417965.0	657.0	-	Gene		
LMRG_RS07105	1417969.0	1419162.0	1194.0	-	Gene		
LMRG_RS07110	1419454.0	1420014.0	561.0	-	Gene		
LMRG_RS07115	1420263.0	1420646.0	384.0	-	Gene		
LMRG_RS07120	1420786.0	1422387.0	1602.0	+	Gene		
LMRG_RS07125	1422426.0	1423076.0	651.0	-	Gene		
LMRG_RS07130	1423129.0	1424469.0	1341.0	-	Gene		
LMRG_RS07135	1424558.0	1426225.0	1668.0	-	Gene		
LMRG_RS07140	1426245.0	1427126.0	882.0	-	Gene		
LMRG_RS07145	1427141.0	1428352.0	1212.0	-	Gene		
LMRG_RS07150	1428364.0	1429407.0	1044.0	-	Gene		
LMRG_RS07155	1429605.0	1431770.0	2166.0	-	Gene		
LMRG_RS07160	1431900.0	1432508.0	609.0	-	Gene		
LMRG_RS07165	1432809.0	1433609.0	801.0	+	Gene		
LMRG_RS07170	1433722.0	1434828.0	1107.0	+	Gene		
LMRG_RS07175	1434864.0	1435571.0	708.0	+	Gene		
LMRG_RS07180	1435562.0	1435888.0	327.0	+	Gene		
LMRG_RS07185	1435970.0	1436854.0	885.0	-	Gene		
LMRG_RS07190	1436991.0	1437416.0	426.0	-	Gene		
LMRG_RS07195	1437397.0	1438275.0	879.0	-	Gene		
LMRG_RS07200	1438250.0	1439023.0	774.0	-	Gene		
LMRG_RS07205	1439166.0	1440092.0	927.0	-	Gene		
LMRG_RS07210	1440108.0	1441001.0	894.0	-	Gene		
LMRG_RS07215	1441016.0	1442323.0	1308.0	-	Gene		
LMRG_RS07220	1442469.0	1443464.0	996.0	+	Gene		
LMRG_RS07225	1443510.0	1444631.0	1122.0	-	Gene		
LMRG_RS07230	1444628.0	1445332.0	705.0	-	Gene		
LMRG_RS07235	1445400.0	1446524.0	1125.0	-	Gene		
LMRG_RS07240	1446619.0	1448499.0	1881.0	-	Gene		
LMRG_RS07245	1448519.0	1448959.0	441.0	-	Gene		
LMRG_RS07250	1449149.0	1449973.0	825.0	-	Gene		
LMRG_RS07255	1450007.0	1452073.0	2067.0	-	Gene		
LMRG_RS07260	1452066.0	1452956.0	891.0	-	Gene		
LMRG_RS07265	1453237.0	1454004.0	768.0	-	Gene		
LMRG_RS07270	1454141.0	1454770.0	630.0	+	Gene		
LMRG_RS07275	1454819.0	1455724.0	906.0	-	Gene		
LMRG_RS07280	1455721.0	1456116.0	396.0	-	Gene		
LMRG_RS07285	1456141.0	1456536.0	396.0	-	Gene		
LMRG_RS07290	1456514.0	1456999.0	486.0	-	Gene		
LMRG_RS07295	1457016.0	1459172.0	2157.0	-	Gene		
LMRG_RS07300	1459188.0	1460147.0	960.0	-	Gene		
LMRG_RS07305	1460335.0	1460781.0	447.0	-	Gene		
LMRG_RS07310	1460801.0	1460974.0	174.0	-	Gene		
LMRG_RS07315	1461172.0	1461939.0	768.0	-	Gene		
LMRG_RS07320	1461940.0	1462884.0	945.0	-	Gene		
LMRG_RS07325	1462957.0	1464090.0	1134.0	-	Gene		
LMRG_RS07330	1464232.0	1466073.0	1842.0	-	Gene		
LMRG_RS07335	1466107.0	1466682.0	576.0	-	Gene		
LMRG_RS07340	1466724.0	1467761.0	1038.0	-	Gene		
LMRG_RS07345	1467908.0	1469065.0	1158.0	-	Gene		
LMRG_RS07350	1469154.0	1470182.0	1029.0	-	Gene		
LMRG_RS07355	1470295.0	1470732.0	438.0	+	Gene		
LMRG_RS07360	1470776.0	1472602.0	1827.0	-	Gene		
LMRG_RS07365	1472835.0	1473089.0	255.0	+	Gene		
LMRG_RS07370	1473175.0	1474206.0	1032.0	-	Gene		
LMRG_RS07375	1474274.0	1476496.0	2223.0	-	Gene		
LMRG_RS07380	1476531.0	1477091.0	561.0	-	Gene		
LMRG_RS07385	1477163.0	1477765.0	603.0	-	Gene		
LMRG_RS07390	1477868.0	1478599.0	732.0	-	Gene		
LMRG_RS07395	1478654.0	1479010.0	357.0	-	Gene		
LMRG_RS07400	1479015.0	1479590.0	576.0	-	Gene		
LMRG_RS07405	1479577.0	1480143.0	567.0	-	Gene		
LMRG_RS07410	1480161.0	1480451.0	291.0	-	Gene		
LMRG_RS07415	1480451.0	1481272.0	822.0	-	Gene		
LMRG_RS07420	1481292.0	1482392.0	1101.0	-	Gene		
LMRG_RS07425	1482389.0	1482910.0	522.0	-	Gene		
LMRG_RS07430	1483072.0	1484880.0	1809.0	+	Gene		
LMRG_RS07435	1484915.0	1485616.0	702.0	-	Gene		
LMRG_RS07440	1485666.0	1486289.0	624.0	-	Gene		
LMRG_RS07445	1486340.0	1486822.0	483.0	-	Gene		
LMRG_RS14750	1486839.0	1487060.0	222.0	+	Gene		
LMRG_RS07450	1487016.0	1487645.0	630.0	-	Gene		
LMRG_RS07455	1487642.0	1488295.0	654.0	-	Gene		
LMRG_RS07460	1488372.0	1489442.0	1071.0	-	Gene		
LMRG_RS07465	1489645.0	1490271.0	627.0	+	Gene		
LMRG_RS07470	1490316.0	1490618.0	303.0	-	Gene		
LMRG_RS07475	1490634.0	1491050.0	417.0	-	Gene		
LMRG_RS07480	1491047.0	1491319.0	273.0	-	Gene		
LMRG_RS07485	1491411.0	1494050.0	2640.0	-	Gene		
LMRG_RS07490	1494357.0	1495052.0	696.0	-	Gene		
LMRG_RS07495	1495061.0	1496563.0	1503.0	-	Gene		
LMRG_RS07500	1496730.0	1497416.0	687.0	+	Gene		
LMRG_RS07505	1497413.0	1498852.0	1440.0	+	Gene		
LMRG_RS07510	1498894.0	1501290.0	2397.0	-	Gene		
LMRG_RS07515	1501318.0	1501956.0	639.0	-	Gene		
LMRG_RS07520	1501997.0	1502737.0	741.0	-	Gene		
LMRG_RS07525	1502855.0	1503970.0	1116.0	-	Gene		
LMRG_RS07530	1503989.0	1505137.0	1149.0	-	Gene		
LMRG_RS14755	1505251.0	1505446.0	196.0	-	NcRNA	tRNA	
LMRG_RS07535	1505517.0	1506800.0	1284.0	-	Gene		
LMRG_RS07540	1506949.0	1507371.0	423.0	+	Gene		
LMRG_RS07545	1507616.0	1508821.0	1206.0	+	Gene		
LMRG_RS07550	1508835.0	1509200.0	366.0	+	Gene		
LMRG_RS07555	1509350.0	1509730.0	381.0	+	Gene		
LMRG_RS07560	1509769.0	1511544.0	1776.0	-	Gene		
LMRG_RS07565	1511547.0	1512824.0	1278.0	-	Gene		
LMRG_RS07570	1513275.0	1514558.0	1284.0	+	Gene		
LMRG_RS07575	1514595.0	1515047.0	453.0	-	Gene		
LMRG_RS07580	1515063.0	1517279.0	2217.0	-	Gene		
LMRG_RS07585	1517485.0	1518006.0	522.0	-	Gene		
LMRG_RS07590	1517996.0	1520347.0	2352.0	-	Gene		
LMRG_RS07595	1520453.0	1520797.0	345.0	-	Gene		
LMRG_RS07600	1520893.0	1523157.0	2265.0	-	Gene		
LMRG_RS07605	1523258.0	1523548.0	291.0	-	Gene		
LMRG_RS07610	1523691.0	1524020.0	330.0	-	Gene		
LMRG_RS07615	1524054.0	1525193.0	1140.0	-	Gene		
LMRG_RS07620	1525280.0	1526308.0	1029.0	-	Gene		
LMRG_RS07625	1526312.0	1527319.0	1008.0	-	Gene		
LMRG_RS07630	1527335.0	1527940.0	606.0	-	Gene		
LMRG_RS07635	1528064.0	1528999.0	936.0	-	Gene		
LMRG_RS07640	1529069.0	1529794.0	726.0	-	Gene		
LMRG_RS07645	1529905.0	1530753.0	849.0	-	Gene		
LMRG_RS07650	1530820.0	1532109.0	1290.0	-	Gene		
LMRG_RS07655	1532269.0	1533762.0	1494.0	-	Gene		
LMRG_RS07660	1533837.0	1534655.0	819.0	-	Gene		
LMRG_RS07665	1535022.0	1535312.0	291.0	-	Gene		
LMRG_RS07670	1535326.0	1535643.0	318.0	-	Gene		
LMRG_RS07675	1535662.0	1535970.0	309.0	-	Gene		
LMRG_RS07680	1536127.0	1537488.0	1362.0	-	Gene		
LMRG_RS07685	1537540.0	1538340.0	801.0	-	Gene		
LMRG_RS07690	1538343.0	1539020.0	678.0	-	Gene		
LMRG_RS07695	1539198.0	1539716.0	519.0	-	Gene		
LMRG_RS07700	1539719.0	1540606.0	888.0	-	Gene		
LMRG_RS07705	1540692.0	1541705.0	1014.0	-	Gene		
LMRG_RS07710	1542157.0	1542831.0	675.0	-	Gene		
LMRG_RS07715	1542843.0	1543553.0	711.0	-	Gene		
LMRG_RS07720	1543765.0	1545054.0	1290.0	-	Gene		
LMRG_RS07725	1545116.0	1547767.0	2652.0	-	Gene		
LMRG_RS07730	1548090.0	1549379.0	1290.0	-	Gene		
LMRG_RS07735	1549392.0	1550366.0	975.0	-	Gene		
LMRG_RS07740	1550363.0	1551085.0	723.0	-	Gene		
LMRG_RS07745	1551082.0	1552011.0	930.0	-	Gene		
LMRG_RS07750	1552015.0	1553322.0	1308.0	-	Gene		
LMRG_RS07755	1553450.0	1554034.0	585.0	-	Gene		engB
LMRG_RS07760	1554142.0	1556064.0	1923.0	-	Gene		
LMRG_RS14760	1556090.0	1556284.0	195.0	+	Gene		
LMRG_RS07765	1556414.0	1557337.0	924.0	-	Gene		
LMRG_RS07770	1557347.0	1558723.0	1377.0	-	Gene		
LMRG_RS07775	1558729.0	1559193.0	465.0	-	Gene		
LMRG_RS07780	1559271.0	1559873.0	603.0	-	Gene		
LMRG_RS07785	1559890.0	1560711.0	822.0	-	Gene		
LMRG_RS07790	1560735.0	1563362.0	2628.0	-	Gene		
LMRG_RS07795	1563528.0	1564790.0	1263.0	-	Gene		
LMRG_RS07800	1564810.0	1565931.0	1122.0	-	Gene		
LMRG_RS07805	1565967.0	1566428.0	462.0	-	Gene		
LMRG_RS07810	1566585.0	1566962.0	378.0	-	Gene		
LMRG_RS07815	1567080.0	1568837.0	1758.0	-	Gene		
LMRG_RS07820	1569120.0	1570079.0	960.0	-	Gene		
LMRG_RS14765	1570021.0	1570254.0	234.0	+	Gene		
LMRG_RS07825	1570363.0	1571319.0	957.0	-	Gene		
LMRG_RS07830	1571309.0	1572193.0	885.0	-	Gene		
LMRG_RS07835	1572411.0	1575737.0	3327.0	-	Gene		
LMRG_RS07840	1575859.0	1576794.0	936.0	-	Gene		
LMRG_RS07845	1576816.0	1578129.0	1314.0	-	Gene		
LMRG_RS07850	1578155.0	1578841.0	687.0	-	Gene		
LMRG_RS07855	1579006.0	1580103.0	1098.0	+	Gene		
LMRG_RS07860	1580146.0	1581258.0	1113.0	-	Gene		
LMRG_RS07865	1581499.0	1581963.0	465.0	+	Gene		
LMRG_RS07870	1582015.0	1583208.0	1194.0	-	Gene		
LMRG_RS07875	1583232.0	1584230.0	999.0	-	Gene		
LMRG_RS07880	1584421.0	1584918.0	498.0	-	Gene		
LMRG_RS07885	1584980.0	1585516.0	537.0	-	Gene		
LMRG_RS07890	1585536.0	1586549.0	1014.0	-	Gene		
LMRG_RS07895	1586728.0	1587531.0	804.0	+	Gene		
LMRG_RS07900	1587563.0	1588513.0	951.0	-	Gene		
LMRG_RS07905	1588510.0	1589670.0	1161.0	-	Gene		argD
LMRG_RS07910	1589667.0	1590419.0	753.0	-	Gene		
LMRG_RS07915	1590432.0	1591628.0	1197.0	-	Gene		
LMRG_RS07920	1591644.0	1592675.0	1032.0	-	Gene		
LMRG_RS07925	1592849.0	1594060.0	1212.0	-	Gene		
LMRG_RS07930	1594062.0	1595201.0	1140.0	-	Gene		
LMRG_RS07935	1595328.0	1597043.0	1716.0	-	Gene		
LMRG_RS14770	1597071.0	1597301.0	231.0	+	Gene		
LMRG_RS07940	1597336.0	1597824.0	489.0	+	Gene		
LMRG_RS07945	1598036.0	1598638.0	603.0	+	Gene		
LMRG_RS07950	1598914.0	1599114.0	201.0	-	Gene		
LMRG_RS07955	1599141.0	1599920.0	780.0	-	Gene		
LMRG_RS07960	1600210.0	1601469.0	1260.0	-	Gene		
LMRG_RS07965	1601791.0	1602798.0	1008.0	-	Gene		
LMRG_RS07970	1603033.0	1604118.0	1086.0	-	Gene		
LMRG_RS07975	1604338.0	1604862.0	525.0	-	Gene		
LMRG_RS07980	1604884.0	1605339.0	456.0	-	Gene		
LMRG_RS07985	1605595.0	1606707.0	1113.0	+	Gene		
LMRG_RS07990	1606747.0	1607292.0	546.0	-	Gene		
LMRG_RS07995	1607437.0	1608780.0	1344.0	-	Gene		
LMRG_RS08000	1609075.0	1611429.0	2355.0	-	Gene		
LMRG_RS08005	1611739.0	1612356.0	618.0	-	Gene		
LMRG_RS08010	1612362.0	1613162.0	801.0	-	Gene		
LMRG_RS08015	1613197.0	1613508.0	312.0	-	Gene		
LMRG_RS08020	1613620.0	1613838.0	219.0	-	Gene		
LMRG_RS08025	1613831.0	1614904.0	1074.0	-	Gene		
LMRG_RS08030	1615102.0	1615413.0	312.0	+	Gene		
LMRG_RS08035	1615450.0	1615698.0	249.0	-	Gene		
LMRG_RS08040	1615833.0	1616684.0	852.0	-	Gene		
LMRG_RS08045	1616745.0	1617389.0	645.0	-	Gene		
LMRG_RS08050	1617396.0	1618178.0	783.0	-	Gene		
LMRG_RS08055	1618387.0	1619856.0	1470.0	-	Gene		
LMRG_RS08060	1619853.0	1620293.0	441.0	-	Gene		
LMRG_RS08065	1620286.0	1620480.0	195.0	-	Gene		
LMRG_RS08070	1620516.0	1621385.0	870.0	-	Gene		
LMRG_RS08075	1621498.0	1622910.0	1413.0	-	Gene		
LMRG_RS08080	1622985.0	1623398.0	414.0	-	Gene		
LMRG_RS08085	1623503.0	1624333.0	831.0	+	Gene		
LMRG_RS08090	1624372.0	1625025.0	654.0	-	Gene		
LMRG_RS08095	1625035.0	1626648.0	1614.0	-	Gene		
LMRG_RS08100	1626759.0	1628372.0	1614.0	-	Gene		
LMRG_RS08105	1628457.0	1628894.0	438.0	-	Gene		
LMRG_RS08110	1628965.0	1629738.0	774.0	-	Gene		
LMRG_RS08115	1629731.0	1630933.0	1203.0	-	Gene		
LMRG_RS08120	1630936.0	1631544.0	609.0	-	Gene		
LMRG_RS08125	1631541.0	1632299.0	759.0	-	Gene		
LMRG_RS08130	1632296.0	1633315.0	1020.0	-	Gene		
LMRG_RS08135	1633287.0	1633892.0	606.0	-	Gene		
LMRG_RS08140	1633889.0	1635253.0	1365.0	-	Gene		
LMRG_RS08145	1636337.0	1638937.0	2601.0	+	Gene		
LMRG_RS08150	1639060.0	1639488.0	429.0	+	Gene		
LMRG_RS08155	1639572.0	1640492.0	921.0	+	Gene		
LMRG_RS08160	1640489.0	1641556.0	1068.0	+	Gene		
LMRG_RS08165	1641592.0	1642566.0	975.0	-	Gene		
LMRG_RS08170	1642563.0	1643144.0	582.0	-	Gene		
LMRG_RS08175	1643157.0	1643390.0	234.0	-	Gene		
LMRG_RS08180	1643490.0	1646192.0	2703.0	-	Gene		
LMRG_RS08185	1646347.0	1647150.0	804.0	-	Gene		
LMRG_RS08190	1647175.0	1647597.0	423.0	-	Gene		
LMRG_RS08195	1647597.0	1650815.0	3219.0	-	Gene		
LMRG_RS08200	1650899.0	1653970.0	3072.0	-	Gene		
LMRG_RS08205	1653967.0	1655091.0	1125.0	-	Gene		
LMRG_RS08210	1655207.0	1655815.0	609.0	+	Gene		
LMRG_RS08215	1655857.0	1656372.0	516.0	-	Gene		
LMRG_RS08220	1656546.0	1657034.0	489.0	-	Gene		
LMRG_RS08225	1657115.0	1658920.0	1806.0	-	Gene		
LMRG_RS08230	1658904.0	1660673.0	1770.0	-	Gene		
LMRG_RS08235	1661076.0	1661696.0	621.0	-	Gene		
LMRG_RS08240	1661711.0	1662205.0	495.0	-	Gene		
LMRG_RS08250	1662998.0	1663561.0	564.0	-	Gene		
LMRG_RS08255	1663579.0	1664010.0	432.0	-	Gene		
LMRG_RS14775	1664044.0	1664340.0	297.0	+	Gene		
LMRG_RS08260	1664584.0	1665468.0	885.0	-	Gene		
LMRG_RS08265	1665548.0	1666297.0	750.0	-	Gene		
LMRG_RS08270	1666785.0	1667299.0	515.0	-	Gene		
LMRG_RS08275	1667440.0	1669851.0	2412.0	-	Gene		
LMRG_RS08280	1670255.0	1671220.0	966.0	+	Gene		
LMRG_RS08285	1671217.0	1671792.0	576.0	+	Gene		
LMRG_RS08290	1671817.0	1673682.0	1866.0	-	Gene		
LMRG_RS08295	1673819.0	1675018.0	1200.0	-	Gene		
LMRG_RS08300	1675441.0	1675743.0	303.0	+	Gene		
LMRG_RS08305	1675776.0	1680911.0	5136.0	-	Gene		
LMRG_RS08310	1681014.0	1681922.0	909.0	-	Gene		
LMRG_RS08315	1681939.0	1682181.0	243.0	-	Gene		
LMRG_RS08320	1682232.0	1682705.0	474.0	-	Gene		
LMRG_RS08325	1682779.0	1683045.0	267.0	+	Gene		
LMRG_RS08330	1683195.0	1684148.0	954.0	+	Gene		
LMRG_RS08335	1684167.0	1685576.0	1410.0	-	Gene		
LMRG_RS08340	1685592.0	1686410.0	819.0	-	Gene		
LMRG_RS08345	1686407.0	1687234.0	828.0	-	Gene		
LMRG_RS08350	1687236.0	1688978.0	1743.0	-	Gene		
LMRG_RS08355	1688975.0	1690363.0	1389.0	-	Gene		
LMRG_RS08360	1690538.0	1691476.0	939.0	+	Gene		
LMRG_RS08365	1691510.0	1693357.0	1848.0	-	Gene		
LMRG_RS08370	1693354.0	1694526.0	1173.0	-	Gene		
LMRG_RS08375	1694519.0	1695643.0	1125.0	-	Gene		
LMRG_RS08380	1695665.0	1697962.0	2298.0	-	Gene		
LMRG_RS08385	1698252.0	1699427.0	1176.0	-	Gene		
LMRG_RS08390	1699494.0	1699565.0	72.0	-	NcRNA	tRNA	
LMRG_RS08395	1699571.0	1699661.0	91.0	-	NcRNA	tRNA	
LMRG_RS08400	1699696.0	1699768.0	73.0	-	NcRNA	tRNA	
LMRG_RS08405	1699775.0	1699848.0	74.0	-	NcRNA	tRNA	
LMRG_RS08410	1699874.0	1699944.0	71.0	-	NcRNA	tRNA	
LMRG_RS08415	1699968.0	1700040.0	73.0	-	NcRNA	tRNA	
LMRG_RS08420	1700069.0	1700141.0	73.0	-	NcRNA	tRNA	
LMRG_RS08425	1700146.0	1700221.0	76.0	-	NcRNA	tRNA	
LMRG_RS08430	1700226.0	1700299.0	74.0	-	NcRNA	tRNA	
LMRG_RS08435	1700342.0	1700431.0	90.0	-	NcRNA	tRNA	
LMRG_RS08440	1700454.0	1700527.0	74.0	-	NcRNA	tRNA	
LMRG_RS08445	1700539.0	1700612.0	74.0	-	NcRNA	tRNA	
LMRG_RS08450	1700655.0	1700727.0	73.0	-	NcRNA	tRNA	
LMRG_RS08455	1700750.0	1700823.0	74.0	-	NcRNA	tRNA	
LMRG_RS08460	1700834.0	1700907.0	74.0	-	NcRNA	tRNA	
LMRG_RS08465	1700917.0	1701002.0	86.0	-	NcRNA	tRNA	
